SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_SZIP_loopup
3005452,3,18448,90843,3,2,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0, , ,-122.2720877,37.8848385,1.0,1,,2.0,2.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,1.10173514,373.2851897,,,,,,,,,,,,,school of the madeleine,BERKELEY,94709, , ,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine 94709
3005452,4,18449,90844,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0,,,-122.2720877,37.8848385,1.0,1,,2.0,1.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,1.10173514,373.2851897,,,,,,,,,,,,,school of the madeleine,BERKELEY,94709,,,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine 94709
3005452,5,18450,90845,3,1,8,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0, , ,-122.2720877,37.8848385,1.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,2.36880223,802.5874415,,,,,,,,,,,,,school of the madeleine,BERKELEY,94709, , ,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine 94709
3005958,2,18471,90866,3,1,14,,2,3.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,20,1.0,999998.0,4.0,,5,1.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94619.0,,,-122.161464,37.798392,15.0,1,,,,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,408100.0,,,,,OAKLAND,6.0,0.07432310000000002,25.18183724,,,,,,,,,,,,,skyline high,OAKLAND,94619,,,-122.161464,37.798392,,,,,,,,1.0,408100.0,60014081001004.0,OAKLAND,6.0,OAKLAND,94606,-122.241571,37.797469899999996,60014055002002,405500,1,OAKLAND,27737,,935,,skyline high 94619
3006352,3,18493,90894,3,1,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,2.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94608.0, , ,-122.27655,37.833202,6.0,1,,2.0,1.0,2,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,401000.0,,,,,EMERYVILLE,6.0,0.68602796,232.43706119999996,,,,,,,,,,,,,north oakland community charter,OAKLAND,94608, , ,-122.27655,37.833202,,,,,,,,1.0,401000.0,60014010003007.0,EMERYVILLE,6.0,EMERYVILLE,94608,-122.272148,37.839182,60014007004007,400700,1,EMERYVILLE,17261,,996,,north oakland community charter 94608
3006388,2,18498,90899,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,2.0,,,,7,5.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94612.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,402800.0,,,,,OAKLAND,6.0,0.62897531,213.10672464,,,,,,,,,,,,,oakland for the arts,OAKLAND,94612,,,-122.27131000000001,37.807939000000005,,,,,,,,1.0,402800.0,60014028002024.0,OAKLAND,6.0,OAKLAND,94609,-122.25466399999999,37.8335,60014012001018,401200,1,OAKLAND,16124,,975,,oakland for the arts 94612
3006418,3,18503,90904,3,2,5,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,-122.258845,37.849687,6.0,1,,,,1,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,400400.0,,,,,OAKLAND,6.0,1.68353254,570.40729799,,,,,,,,,,,,,peralta,OAKLAND,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.257953,37.847840999999995,60014004003019,400400,1,OAKLAND,21675,,1000,,peralta 94609
3006435,3,18508,90909,3,2,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,1.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,400400.0,,,,,OAKLAND,6.0,0.69098741,234.11740071,,,,,,,,,,,,,peralta elementary,OAKLAND,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.25960500000001,37.850563,60014004003001,400400,1,OAKLAND,22400,,1000,,peralta elementary 94609
3006435,4,18509,90910,3,1,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,400400.0,,,,,OAKLAND,6.0,0.69098741,234.11740071,,,,,,,,,,,,,peralta elementary,OAKLAND,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.25960500000001,37.850563,60014004003001,400400,1,OAKLAND,22400,,1000,,peralta elementary 94609
3006554,3,18528,90929,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,13,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,2.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.95799137,324.58254,,,,,,,,,,,,,piedmont middle,PIEDMONT,94611,,,-122.2343061,37.822880700000006,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94610,-122.23693899999999,37.819443,60014261004006,426100,1,OAKLAND,101682,,918,,piedmont middle 94611
3006554,4,18529,90930,3,1,7,,2,1.0,,,,,2,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,2.0,,,,15,2.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94610.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.95799137,324.58254,,,,,,,,,,,,,wildwood elementary,PIEDMONT,94610,,,-122.23520549999999,37.81974879999999,,,,,,,,1.0,426100.0,60014261004006.0,OAKLAND,6.0,PIEDMONT,94610,-122.23693899999999,37.819443,60014261004006,426100,1,OAKLAND,101682,,918,,wildwood elementary 94610
3006638,3,18536,90937,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94601.0,,,-122.2212974,37.7984323,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,406400.0,,,,,OAKLAND,6.0,0.79422716,269.09665008,,,,,,,,,,,,,redwood day,OAKLAND,94601,,,-122.22129740000001,37.798432299999995,,,,,,,,1.0,406400.0,60014064002002.0,OAKLAND,6.0,OAKLAND,94610,-122.239124,37.812707,60014051004001,405100,1,OAKLAND,11130,,938,,redwood day 94601
3006638,4,18537,90938,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94610.0,,,-122.2267621,37.8112419,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,405100.0,,,,,OAKLAND,6.0,0.79422716,269.09665008,,,,,,,,,,,,,crocker highlands,OAKLAND,94610,,,-122.2267621,37.8112419,,,,,,,,1.0,405100.0,60014051001004.0,OAKLAND,6.0,OAKLAND,94610,-122.239124,37.812707,60014051004001,405100,1,OAKLAND,11130,,938,,crocker highlands 94610
3006670,3,18545,90946,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,2.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94610.0,,,HIDDEN,HIDDEN,1.0,1,,,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.57927245,196.2666165,,,,,,,,,,,,,wildwood elementary,PIEDMONT,94610,,,-122.2354393,37.819721,,,,,,,,1.0,426100.0,60014261004006.0,OAKLAND,6.0,PIEDMONT,94610,-122.23660790000001,37.821900299999996,60014261004005,426100,1,OAKLAND,101533,,918,,wildwood elementary 94610
3006852,3,18560,90961,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,14,4.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.89387735,302.85970365,,,,,,,,,,,,,piedmont middle,PIEDMONT,94611,,,-122.234654,37.822777,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.24411,37.827844,60014262001015,426200,1,OAKLAND,99967,,917,,piedmont middle 94611
3006852,4,18561,90962,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426200.0,,,,,OAKLAND,6.0,0.89387735,302.85970365,,,,,,,,,,,,,beach elementary,PIEDMONT,94611,,,-122.246358,37.824094,,,,,,,,1.0,426200.0,60014262003006.0,OAKLAND,6.0,PIEDMONT,94611,-122.24411,37.827844,60014262001015,426200,1,OAKLAND,99967,,917,,beach elementary 94611
3006852,5,18562,90963,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,2.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426200.0,,,,,OAKLAND,6.0,0.89387735,302.85970365,,,,,,,,,,,,,beach elementary,PIEDMONT,94611,,,-122.246358,37.824094,,,,,,,,1.0,426200.0,60014262003006.0,OAKLAND,6.0,PIEDMONT,94611,-122.24411,37.827844,60014262001015,426200,1,OAKLAND,99967,,917,,beach elementary 94611
3006919,3,18574,90975,3,1,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,4.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94611.0,,,-122.2011309,37.8192604,1.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,404600.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,montera middle,OAKLAND,94611,,,-122.20113090000001,37.8192604,,,,,,,,1.0,404600.0,60014046004010.0,OAKLAND,6.0,OAKLAND,94611,-122.20118400000001,37.818647,60014046004010,404600,1,OAKLAND,89102,,912,,montera middle 94611
3006919,4,18575,90976,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94611.0,,,-122.20219,37.818816,1.0,1,,2.0,2.0,1,1.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,404600.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,joaquin miller,OAKLAND,94611,,,-122.20218999999999,37.818816,,,,,,,,1.0,404600.0,60014046004004.0,OAKLAND,6.0,OAKLAND,94611,-122.20118400000001,37.818647,60014046004010,404600,1,OAKLAND,89102,,912,,joaquin miller 94611
3006919,5,18576,90977,3,1,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,3.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94611.0,,,-122.20219,37.818816,1.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,404600.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,joaquin miller,OAKLAND,94611,,,-122.20218999999999,37.818816,,,,,,,,1.0,404600.0,60014046004004.0,OAKLAND,6.0,OAKLAND,94611,-122.20118400000001,37.818647,60014046004010,404600,1,OAKLAND,89102,,912,,joaquin miller 94611
3007038,3,18593,90994,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94611.0,,,HIDDEN,HIDDEN,15.0,1,,2.0,2.0,1,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,404600.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,montera middle,OAKLAND,94611,,,-122.20114709999999,37.8192657,,,,,,,,1.0,404600.0,60014046004010.0,OAKLAND,6.0,OAKLAND,94611,-122.21311200000001,37.837714,60014044003012,404400,1,OAKLAND,94539,,914,,montera middle 94611
3007038,4,18594,90995,3,2,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94611.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,404502.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,thorne hill elementary,OAKLAND,94611,,,-122.211153,37.835673,,,,,,,,1.0,404502.0,60014045022007.0,OAKLAND,6.0,OAKLAND,94611,-122.21311200000001,37.837714,60014044003012,404400,1,OAKLAND,94539,,914,,thorne hill elementary 94611
3007197,3,18607,91008,3,2,16,,2,1.0,,,,,1,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0, , ,-122.2329558,37.8234908,1.0,1,,1.0,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.80358696,272.26789948,,,,,,,,,,,,,piedmont high,PIEDMONT,94611, , ,-122.2329558,37.8234908,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.24515600000001,37.826112,60014262003003,426200,1,OAKLAND,100107,,917,,piedmont high 94611
3007197,4,18608,91009,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,98,2.0,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,-122.2329558,37.8234908,1.0,1,,2.0,1.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.80358696,272.26789948,,,,,,,,,,,,,piedmont high,PIEDMONT,94611,,,-122.2329558,37.8234908,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.24515600000001,37.826112,60014262003003,426200,1,OAKLAND,100107,,917,,piedmont high 94611
3007284,3,18616,91017,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,2.0,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,-122.2329558,37.8234908,16.0,1,,2.0,2.0,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.65197901,220.90074191,,,,,,,,,,,,,high,PIEDMONT,94611,,,-122.2329558,37.8234908,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,OAKLAND,94618,-122.229496,37.84001,60014042001017,404200,1,OAKLAND,87714,,916,,high 94611
3007801,3,18661,91062,3,1,14,,1,1.0,,,,,2,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94607.0,,,HIDDEN,HIDDEN,6.0,1,,,1.0,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,1.0,402500.0,,,,,OAKLAND,6.0,2.57457155,872.30532198,,,,,,,,,,,,,kip,OAKLAND,94607,,,-122.28281899999999,37.808702000000004,,,,,,,,1.0,402500.0,60014025001001.0,OAKLAND,6.0,OAKLAND,94621,-122.16948799999999,37.753124,60014096002007,409600,1,OAKLAND,71469,,891,,kip 94607
3007801,4,18662,91063,3,1,11,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,2.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94607.0,,,HIDDEN,HIDDEN,6.0,1,,,1.0,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,1.0,402500.0,,,,,OAKLAND,6.0,2.57457155,872.30532198,,,,,,,,,,,,,kip,OAKLAND,94607,,,-122.28281899999999,37.808702000000004,,,,,,,,1.0,402500.0,60014025001001.0,OAKLAND,6.0,OAKLAND,94621,-122.16948799999999,37.753124,60014096002007,409600,1,OAKLAND,71469,,891,,kip 94607
3007878,3,18665,91066,3,1,16,,2,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,0,5.0,1,4.0,,2.0,,,,HIDDEN,BERKELEY,CA,94704.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,422900.0,,,,,BERKELEY,6.0,0.56072528,189.982542,,,,,,,,,,,,,berkeley high,BERKELEY,94704,,,-122.27191869999999,37.868887,,,,,,,,1.0,422900.0,60014229002015.0,BERKELEY,6.0,BERKELEY,94702,-122.28636100000001,37.876576,60014219002013,421900,1,BERKELEY,118855,,1025,,berkeley high 94704
3008143,3,18708,91109,3,1,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,10.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94704.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,2,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,423000.0,,,,,BERKELEY,6.0,0.91137817,308.7892543,,,,,,,,,,,,,washington elementary,BERKELEY,94704,,,-122.273247,37.866613,,,,,,,,1.0,423000.0,60014230002007.0,BERKELEY,6.0,BERKELEY,94703,-122.27986399999999,37.86821,60014230001009,423000,1,BERKELEY,113931,,1017,,washington elementary 94704
3008216,3,18728,91129,3,1,11,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94703.0,,,-122.27858,37.858815,6.0,1,,2.0,2.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,423400.0,,,,,BERKELEY,6.0,2.11438257,716.38606055,,,,,,,,,,,,,longfellow middle,BERKELEY,94703,,,-122.27858,37.858815,,,,,,,,1.0,423400.0,60014234003003.0,BERKELEY,6.0,BERKELEY,94704,-122.2613529,37.8666979,60014228003004,422800,1,BERKELEY,111259,,1008,,longfellow middle 94703
3008280,3,18740,91141,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2.0,,,,1,1.0,1,4.0,,2.0,,,,HIDDEN,BERKELEY,CA,94704.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,422900.0,,,,,BERKELEY,6.0,0.7830147,265.29769272,,,,,,,,,,,,,berkeley high,BERKELEY,94704,,,-122.27068899999999,37.868908000000005,,,,,,,,1.0,422900.0,60014229002018.0,BERKELEY,6.0,BERKELEY,94705,-122.262381,37.8583401,60014236012011,423601,1,BERKELEY,107480,,1010,,berkeley high 94704
