,level_0,SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_lookup_y,SNAME,SZIP_lookup_y,SZIP,SCITY_lookup_y,SCITY,similarity,Matched?,NAME_CITY_ZIP_lookup,School,Zip,CDSCode
1569,1652,1990752,3,12366,54203,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,97.0,152702.0,,,,,SANTA ROSA,6.0,0.73706493,249.72918794,,,,,,,,,,,,,senoma country day,santa rosa,95403,,,-122.78789099999999,38.514996999999994,,,,,,,,97.0,152702.0,60971527024007.0,SANTA ROSA,6.0,HEALDSBURG,95448,-122.843947,38.660399,60971539011001,153901,97,HEALDSBURG,1972851,,1397,,senoma country day,sonoma country day school,95403,95403,santa rosa,santa rosa,0.868421052631579,yes,senoma country day santa rosa 95403,sonoma country day school,95403,49708056928402
1570,1653,1991473,3,12387,54288,3,2,16,,2,1.0,,,,,2,2004.0,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,4.0,,2.0,,,,HIDDEN,MOUNTAIN VIEW,CA,94040.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,509901.0,,,,,MOUNTAIN VIEW,6.0,0.95102546,322.22238155,,,,,,,,,,,,,st francis high,mountain view,94040,,,-122.08686200000001,37.369046000000004,,,,,,,,85.0,509901.0,60855099011005.0,MOUNTAIN VIEW,6.0,MOUNTAIN VIEW,94040,-122.114524,37.409273,60855094011000,509401,85,MOUNTAIN VIEW,1315600,,365,,st francis high,st. francis high school,94040,94040,mountain view,mountain view,0.883116883116883,yes,st francis high mountain view 94040,st. francis high school,94040,43696096940654
1571,1654,1991473,4,12388,54289,3,2,14,,2,1.0,,,,,2,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,0.0,1,4.0,,2.0,,,,HIDDEN,MOUNTAIN VIEW,CA,94040.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,509901.0,,,,,MOUNTAIN VIEW,6.0,0.95102546,322.22238155,,,,,,,,,,,,,st francis high,mountain view,94040,,,-122.08686200000001,37.369046000000004,,,,,,,,85.0,509901.0,60855099011005.0,MOUNTAIN VIEW,6.0,MOUNTAIN VIEW,94040,-122.114524,37.409273,60855094011000,509401,85,MOUNTAIN VIEW,1315600,,365,,st francis high,st. francis high school,94040,94040,mountain view,mountain view,0.883116883116883,yes,st francis high mountain view 94040,st. francis high school,94040,43696096940654
1572,1655,1991693,3,12397,54313,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,98,5.0,1,4.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,97.0,152400.0,,,,,SANTA ROSA,6.0,0.4361764,147.78342247,,,,,,,,,,,,,cardinal newman high,santa rosa,95403,,,-122.74052379999999,38.4927057,,,,,,,,97.0,152400.0,60971524003040.0,SANTA ROSA,6.0,SANTA ROSA,95407,-122.76938799999999,38.403843,60971533002023,153300,97,SANTA ROSA,1914802,,1381,,cardinal newman high,cardinal newman high school,95403,95403,santa rosa,santa rosa,0.9,yes,cardinal newman high santa rosa 95403,cardinal newman high school,95403,49709206941025
1573,1656,1991761,3,12400,54329,3,2,16,,2,1.0,,,,,1,,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,2.0,2.0,,,,,,,,,1.0,98.0,,,,,,,4.0,3.0,2.0,,61.0,,25.0,,2.0,,,,,,,1.0,2,,,,,,,,,,,0,,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,WOODSIDE,CA,94062.0,,,HIDDEN,HIDDEN,5.0,1,,1.0,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,611300.0,,,,,REDWOOD CITY,6.0,0.86675431,293.66998933,,,,,,,,,,,,,woodside high,woodside,94062,,,-122.23206299999998,37.445329,,,,,,,,81.0,611300.0,60816113002015.0,REDWOOD CITY,6.0,PORTOLA VALLEY,94028,-122.220903,37.385087,60816132005006,613200,81,PORTOLA VALLEY,1214762,,298,,woodside high,woodside high,94062,94062,woodside,woodside,0.981818181818181,yes,woodside high woodside 94062,woodside high,94062,41690624138053
1574,1657,1991761,4,12401,54330,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,WOODSIDE,CA,94062.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,3.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,611300.0,,,,,REDWOOD CITY,6.0,0.8620933000000001,292.09076763,,,,,,,,,,,,,woodside high,woodside,94062,,,-122.23206299999998,37.445329,,,,,,,,81.0,611300.0,60816113002015.0,REDWOOD CITY,6.0,PORTOLA VALLEY,94028,-122.220903,37.385087,60816132005006,613200,81,PORTOLA VALLEY,1214762,,298,,woodside high,woodside high,94062,94062,woodside,woodside,0.981818181818181,yes,woodside high woodside 94062,woodside high,94062,41690624138053
1575,1658,1992189,3,12405,54358,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,MILLBRAE,CA,94030.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,604900.0,,,,,MILLBRAE,6.0,0.50088177,169.7066205,,,,,,,,,,,,,mills high,millbrae,94030,,,-122.39148600000001,37.595212,,,,,,,,81.0,604900.0,60816049001000.0,MILLBRAE,6.0,MILLBRAE,94030,-122.39364429999999,37.6013322,60816044003010,604400,81,MILLBRAE,1103228,,244,,mills high,mills high,94030,94030,millbrae,millbrae,0.979591836734693,yes,mills high millbrae 94030,mills high,94030,41690474134557
1576,1659,1992189,4,12406,54359,3,2,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,MILLBRAE,CA,94030.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,604800.0,,,,,MILLBRAE,6.0,0.50088177,169.7066205,,,,,,,,,,,,,taylor middle,millbrae,94030,,,-122.4009875,37.5976482,,,,,,,,81.0,604800.0,60816048002011.0,MILLBRAE,6.0,MILLBRAE,94030,-122.39364429999999,37.6013322,60816044003010,604400,81,MILLBRAE,1103228,,244,,taylor middle,taylor middle,94030,94030,millbrae,millbrae,0.981818181818181,yes,taylor middle millbrae 94030,taylor middle,94030,41689736044267
1577,1660,1993019,3,12424,54425,3,1,16,,2,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,5.0,1,4.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,13.0,322000.0,,,,,PLEASANT HILL,6.0,0.56357214,190.94710423,,,,,,,,,,,,,college park,pleasant hill,94523,,,-122.071671,37.96476,,,,,,,,13.0,322000.0,60133220002003.0,PLEASANT HILL,6.0,PLEASANT HILL,94523,-122.071978,37.939737,60133250005001,325000,13,PLEASANT HILL,452084,,1129,,college park,college park high,94523,94523,pleasant hill,pleasant hill,0.911764705882352,yes,college park pleasant hill 94523,college park high,94523,7617540731646
1578,1661,1993019,4,12425,54426,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,13.0,322000.0,,,,,PLEASANT HILL,6.0,0.56357214,190.94710423,,,,,,,,,,,,,college park,pleasant hill,94523,,,-122.071671,37.96476,,,,,,,,13.0,322000.0,60133220002003.0,PLEASANT HILL,6.0,PLEASANT HILL,94523,-122.071978,37.939737,60133250005001,325000,13,PLEASANT HILL,452084,,1129,,college park,college park high,94523,94523,pleasant hill,pleasant hill,0.911764705882352,yes,college park pleasant hill 94523,college park high,94523,7617540731646
1579,1662,1993187,3,12428,54433,3,2,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,18,2.0,,,,5,1.0,1,4.0,,2.0,,,,HIDDEN,WALNUT CREEK,CA,94598.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,338302.0,,,,,WALNUT CREEK,6.0,0.51000477,172.79763640000002,,,,,,,,,,,,,northgate high,walnut creek,94598,,,-122.00915400000001,37.908658,,,,,,,,13.0,338302.0,60133383022006.0,WALNUT CREEK,6.0,CONCORD,94518,-122.0184511,37.969933399999995,60133350001004,335000,13,CONCORD,529636,,1116,,northgate high,northgate high,94598,94598,walnut creek,walnut creek,0.984615384615384,yes,northgate high walnut creek 94598,northgate high,94598,7617540730044
1580,1663,1995279,3,12462,54608,3,1,8,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,22,2.0,,,,3,3.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95118.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,503003.0,,,,,SAN JOSE,6.0,0.56279283,190.68306247,,,,,,,,,,,,,hacienda environmental science magnet,san jose,95118,,,-121.8841817,37.2690748,,,,,,,,85.0,503003.0,60855030032005.0,SAN JOSE,6.0,SAN JOSE,95124,-121.905833,37.266929,60855029081000,502908,85,SAN JOSE,1527504,,684,,hacienda environmental science magnet,hacienda science/environmental magnet,95118,95118,san jose,san jose,0.834951456310679,yes,hacienda environmental science magnet san jose 95118,hacienda science/environmental magnet,95118,43696666048722
1581,1664,1995279,4,12463,54609,3,2,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,22,2.0,,,,3,3.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95118.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,503003.0,,,,,SAN JOSE,6.0,0.56279283,190.68306247,,,,,,,,,,,,,hacienda environmental science magnet,san jose,95118,,,-121.8839037,37.2697158,,,,,,,,85.0,503003.0,60855030031011.0,SAN JOSE,6.0,SAN JOSE,95124,-121.905833,37.266929,60855029081000,502908,85,SAN JOSE,1527504,,684,,hacienda environmental science magnet,hacienda science/environmental magnet,95118,95118,san jose,san jose,0.834951456310679,yes,hacienda environmental science magnet san jose 95118,hacienda science/environmental magnet,95118,43696666048722
1582,1665,1995585,3,12467,54641,3,2,9,,1,97.0,,,,LATINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2.0,,,,4,2.0,1,3.0,,2.0,,,,HIDDEN,ANTIOCH,CA,94509.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,307204.0,,,,,ANTIOCH,6.0,1.60773696,544.72656238,,,,,,,,,,,,,mission elementary,antioch,94509,,,-121.832399,37.996497,,,,,,,,13.0,307204.0,60133072043005.0,ANTIOCH,6.0,ANTIOCH,94509,-121.821549,37.994903,60133071024022,307102,13,ANTIOCH,589735,,1191,,mission elementary,mission elementary,94509,94509,antioch,antioch,0.984126984126984,yes,mission elementary antioch 94509,mission elementary,94509,7616486084941
1583,1666,1995585,4,12468,54642,3,2,8,,1,97.0,,,,HISPANIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2.0,,,,4,2.0,1,3.0,,2.0,,,,HIDDEN,ANTIOCH,CA,94509.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,307204.0,,,,,ANTIOCH,6.0,1.60773696,544.72656238,,,,,,,,,,,,,mission elementary,antioch,94509,,,-121.832399,37.996497,,,,,,,,13.0,307204.0,60133072043005.0,ANTIOCH,6.0,ANTIOCH,94509,-121.821549,37.994903,60133071024022,307102,13,ANTIOCH,589735,,1191,,mission elementary,mission elementary,94509,94509,antioch,antioch,0.984126984126984,yes,mission elementary antioch 94509,mission elementary,94509,7616486084941
1584,1667,1995975,3,12478,54681,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,PALO ALTO,CA,94303.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504601.0,,,,,PALO ALTO,6.0,0.7859019,266.27592189,,,,,,,,,,,,,international of the peninsula,palo alto,94303,,,-122.12546,37.452559,,,,,,,,85.0,504601.0,60855046011025.0,PALO ALTO,6.0,PALO ALTO,94301,-122.136922,37.428022999999996,60855109001023,510900,85,PALO ALTO,1307364,,360,,international of the peninsula,international school of the peninsula,94303,94303,palo alto,palo alto,0.918367346938775,yes,international of the peninsula palo alto 94303,international school of the peninsula,94303,43696417082472
1585,1668,1995975,4,12479,54682,3,2,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,PALO ALTO,CA,94303.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504601.0,,,,,PALO ALTO,6.0,0.7859019,266.27592189,,,,,,,,,,,,,international of the peninsula,palo alto,94303,,,-122.12546,37.452559,,,,,,,,85.0,504601.0,60855046011025.0,PALO ALTO,6.0,PALO ALTO,94301,-122.136922,37.428022999999996,60855109001023,510900,85,PALO ALTO,1307364,,360,,international of the peninsula,international school of the peninsula,94303,94303,palo alto,palo alto,0.918367346938775,yes,international of the peninsula palo alto 94303,international school of the peninsula,94303,43696417082472
1586,1669,1996296,3,12483,54723,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,15,0.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95120.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,511914.0,,,,,SAN JOSE,6.0,0.77160117,261.43061038,,,,,,,,,,,,,holy spirit,san jose,95120,,,-121.873154,37.22833,,,,,,,,85.0,511914.0,60855119143001.0,SAN JOSE,6.0,SAN JOSE,95124,-121.903892,37.253341,60855029082023,502908,85,SAN JOSE,1529032,,684,,holy spirit,holy spirit,95120,95120,san jose,san jose,0.980392156862745,yes,holy spirit san jose 95120,holy spirit,95120,43696667101579
1587,1670,1996790,4,12497,54765,3,1,17,,1,1.0,,,,,1,,1.0,3.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95111.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,503210.0,,,,,SAN JOSE,6.0,2.65146827,898.35914062,,,,,,,,,,,,,andrew p. hill high,san jose,95111,,,-121.8313803,37.2924905,,,,,,,,85.0,503210.0,60855032101000.0,SAN JOSE,6.0,SAN JOSE,95111,-121.826327,37.290327000000005,60855032101005,503210,85,SAN JOSE,1575304,,572,,andrew p. hill high,andrew p. hill high,95111,95111,san jose,san jose,0.985074626865671,yes,andrew p. hill high san jose 95111,andrew p. hill high,95111,43694274332995
1588,1671,1996790,5,12498,54766,3,1,16,,1,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,MERCED,CA,95340.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,47.0,1901.0,,,,,MERCED,6.0,2.65146827,898.35914062,,,,,,,,,,,,,andrew p. hill high,merced,95340,,,-120.42325,37.366495,,,,,,,,47.0,1901.0,60470019011103.0,MERCED,6.0,SAN JOSE,95111,-121.826327,37.290327000000005,60855032101005,503210,85,SAN JOSE,1575304,,572,,andrew p. hill high,andrew p. hill high,95340,95111,merced,san jose,0.707692307692307,yes- ,andrew p. hill high merced 95340,andrew p. hill high,95111,43694274332995
1589,1672,1997334,3,12505,54816,7,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,3.0,,2.0,,,,HIDDEN,PETALUMA,CA,94952.0,,,HIDDEN,HIDDEN,7.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,150800.0,,,,,PETALUMA,6.0,1.20453725,408.11616192,,,,,,,,,,,,,petaluma junior high,petaluma,94952,,,-122.6575189,38.2328211,,,,,,,,97.0,150800.0,60971508001003.0,PETALUMA,6.0,ROHNERT PARK,94928,-122.694478,38.333602899999995,60971513011008,151301,97,ROHNERT PARK,2006131,,1343,,petaluma junior high,petaluma junior high,94952,94952,petaluma,petaluma,0.985507246376811,yes,petaluma junior high petaluma 94952,petaluma junior high,94952,49708626060230
1590,1673,1998073,2,12513,54856,3,1,11,,2,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,3.0,1,3.0,,2.0,,,,HIDDEN,UNION CITY,CA,94587.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,2.0,5.0,2.0,,,,,,,,,,,7.0,,,,,,,,,,2.0,,,,1.0,,,1.0,440331.0,,,,,UNION CITY,6.0,0.92621445,313.8160206,,,,,,,,,,,,,alvarado elementary,union city,94587,,,-122.07551799999999,37.593546,,,,,,,,1.0,440331.0,60014403312007.0,UNION CITY,6.0,UNION CITY,94587,-122.071324,37.576510999999996,60014403052001,440305,1,UNION CITY,297640,,792,,alvarado elementary,alvarado elementary,94587,94587,union city,union city,0.985915492957746,yes,alvarado elementary union city 94587,alvarado elementary,94587,1612426001572
1591,1674,1998559,3,12530,54912,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,13.0,322000.0,,,,,PLEASANT HILL,6.0,0.80157609,271.58658567,,,,,,,,,,,,,college park high,pleasant hill,94523,,,-122.071671,37.96476,,,,,,,,13.0,322000.0,60133220002003.0,PLEASANT HILL,6.0,PLEASANT HILL,94523,-122.09918700000001,37.949796,60133470003028,347000,13,PLEASANT HILL,459648,,1131,,college park high,college park high,94523,94523,pleasant hill,pleasant hill,0.986301369863013,yes,college park high pleasant hill 94523,college park high,94523,7617540731646
1592,1675,1998559,4,12531,54913,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,13.0,325000.0,,,,,PLEASANT HILL,6.0,0.80157609,271.58658567,,,,,,,,,,,,,pleasant hill middle,pleasant hill,94523,,,-122.06756829999999,37.936006899999995,,,,,,,,13.0,325000.0,60133250001003.0,PLEASANT HILL,6.0,PLEASANT HILL,94523,-122.09918700000001,37.949796,60133470003028,347000,13,PLEASANT HILL,459648,,1131,,pleasant hill middle,pleasant hill middle,94523,94503,pleasant hill,pleasant hill,0.962025316455696,yes,pleasant hill middle pleasant hill 94523,pleasant hill middle,94503,7617546114904
1593,1676,1999732,4,12543,54989,3,1,16,,1,1.0,,,,,1,,2.0,,1.0,4.0,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,6.0,1,4.0,,2.0,,,,HIDDEN,VACAVILLE,CA,95688.0,,,HIDDEN,HIDDEN,6.0,1,,1.0,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,95.0,253203.0,,,,,VACAVILLE,6.0,1.53064257,518.60577042,,,,,,,,,,,,,vadaville,vacaville,95688,,,-121.9921127,38.3590606,,,,,,,,95.0,253203.0,60952532033005.0,VACAVILLE,6.0,VACAVILLE,95688,-121.976378,38.38525,60952532051003,253205,95,VACAVILLE,1818308,,1282,,vadaville,vacaville high,95688,95688,vacaville,vacaville,0.714285714285714,yes- ,vadaville vacaville 95688,vacaville high,95688,48705734837803
1594,1677,2002018,3,12580,55238,3,2,16,,2,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,,1,4.0,,2.0,,,,HIDDEN,ROHNERT PARK,CA,94928.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,151306.0,,,,,ROHNERT PARK,6.0,0.76133134,257.95102974,,,,,,,,,,,,,rancho cotatie high,rohnert park,94928,,,-122.6855053,38.3440454,,,,,,,,97.0,151306.0,60971513062000.0,ROHNERT PARK,6.0,ROHNERT PARK,94928,-122.67949899999999,38.3705755,60971513092010,151309,97,ROHNERT PARK,2028159,,1341,,rancho cotatie high,rancho cotate high,94928,94928,rohnert park,rohnert park,0.972972972972973,yes,rancho cotatie high rohnert park 94928,rancho cotate high,94928,49738824935482
